instance_id predicted_score
6499417853689436305 6.556654099473209e-05
8825197220275291270 6.569238820989875e-05
1702555588196061071 5.936394763584093e-05
6579068549138521196 3.566402772235629e-05
6993939747206748437 6.156236640933116e-05
6426886544329476252 5.914217924970142e-05
7860426862982048754 5.912935173585071e-05
2527297114841298382 6.40065116304255e-05
7933313760459159869 6.736034627732168e-05
75469955133175158 6.292254139321202e-05
7906499375892573021 6.110701787823697e-05
297206904225842053 5.492928839747525e-05
1277202590313089835 7.175585856934963e-05
1897838256899211077 6.217357952705012e-05
6554880088483459971 5.865636088498083e-05
6235346144393008382 5.8998119644895086e-05
4934006048075874133 5.458975942786697e-05
3434477093176970312 6.306480038979171e-05
872629453371620942 6.97164710084828e-05
6562540679725413333 5.9786902018395266e-05
2549347096994045410 4.502746153458596e-05
4114531809002228993 6.422840669776819e-05
6947254775144460887 6.575939352265835e-05
4193769699798080591 6.768047384705022e-05
4299012801018800018 5.230775722986023e-05
4659062641181513784 6.073042895794589e-05
5574367751937642699 6.130281993205235e-05
6074037798572199156 5.7029170873024184e-05
8024877078089305183 6.654629609189991e-05
3576745609723701102 6.32940922932303e-05
4387536418119078860 5.9287371273997084e-05
59596392243977340 5.085600604476061e-05
2091354043474870892 6.295428537418387e-05
3966382312694618857 6.51930163671307e-05
7472760435899602494 7.069326837501241e-05
3198557291404155567 0.00647364233256446
1340012448531949213 5.264368871953562e-05
8830478013318984291 5.487064076978867e-05
4750788892877807074 6.198185238797242e-05
4489273316708706518 8.271891083246615e-05
8244650590101261901 6.306519722540167e-05
4858740570621533413 5.1085495996256006e-05
6574836078618592522 6.655523617319239e-05
8043823938478133928 7.033486523618254e-05
5560933328574734864 6.927511916179163e-05
3709060275784363998 6.28099235250605e-05
6202485565760628927 5.856627476086348e-05
3941947698604231411 5.7055486879009435e-05
1980180280733366382 5.668790357584897e-05
7710765171626200752 3.9165989102664236e-05
5824318658173462176 6.163663087035836e-05
5243054028010204447 7.296030062559616e-05
1143993040051443911 5.828781144311411e-05
2037772651107598845 8.035469683748886e-05
7470734154246698497 5.7909713988965455e-05
2523181996580848656 6.7936700778635e-05
8452022941451037435 6.766308195808323e-05
927504634826570733 3.847029166640556e-05
2597805510581801545 5.14659307306667e-05
2499080841153987519 7.234600511464848e-05
163807825264653896 5.6110299411662615e-05
2502678713837987982 4.080854989306542e-05
1526151713017037622 6.91401604176798e-05
1768216870621739659 6.69921282373136e-05
817331509321550604 6.952957201399977e-05
6686667053967253376 6.6065337403697e-05
5299583121790369228 7.103778297619053e-05
5585024284234417351 6.46083459106192e-05
1604976632639851313 6.603269147458996e-05
1041212349975192991 6.813534780811179e-05
802918703517012152 7.349880722087302e-05
6909182353626620470 6.768659156633109e-05
1874783208062455148 6.310583060837785e-05
590370581953806675 5.909252586487635e-05
4357489829777680958 6.480536847879176e-05
252205590979964157 6.159168142015579e-05
3855377415648680657 6.242062985553322e-05
9108564362830696742 6.117947964384452e-05
5559112022764482380 6.820607946508729e-05
1632910180343132894 5.9520712319527994e-05
6793829579549371789 4.0362633065454616e-05
1118128856472657337 3.867287946472402e-05
2892060938155506223 6.81876069600379e-05
8614041918260246627 5.307145641877231e-05
6465962103228301432 6.270585135031279e-05
7162492013828731916 6.09302660997605e-05
3597080532065967562 5.0954105127504094e-05
150665717183815588 6.0425284482751604e-05
978380972294888193 6.751164718943865e-05
1628582540909746198 6.811335454930699e-05
4855790075544650290 6.074644341808196e-05
5824427867272718879 6.567459182996663e-05
6637749344029336154 5.4752081193600603e-05
5638585955963471374 6.741654694051778e-05
689702222580461167 5.8952550401418446e-05
3222299540246685987 5.366424249076267e-05
497750118749498574 6.21236390090199e-05
4361351848384171826 5.762295428845782e-05
7095196713120733301 6.371775028572144e-05
9070603282890863831 6.337239335366429e-05
7570581289817443520 6.863562273386336e-05
5934094750253721488 6.008082247707845e-05
4080549666881243161 6.493334770235506e-05
7937668249803376288 6.760541726153708e-05
4637321447308132034 6.910813494810766e-05
1051706390360657392 7.180806842722233e-05
4046686032838439408 6.592838234186792e-05
6426031625233383026 6.745985615863831e-05
1144757588802408786 4.1372202619521174e-05
752871749676732302 6.219506591727764e-05
707195829135838640 6.379718450133435e-05
6638058534747252341 5.0931347860296324e-05
1591541525439583589 0.0006745887081538771
1660171724814619586 5.99310992848844e-05
7380895196770915260 5.768510120922187e-05
5765180010537240279 6.034334210542164e-05
7068436688681612577 6.175256878633077e-05
554640564336554951 5.955698801634583e-05
5210865229093277784 6.445907191968284e-05
4785810926315849846 5.899180082136034e-05
5820784656553166993 6.049434435218246e-05
3159394666949013441 5.5669167588493266e-05
7322218457361281297 5.901465965853969e-05
1408926125990985945 6.174048381907339e-05
3757297540218526951 4.122018149826587e-05
7520090641248405891 3.8865439420442377e-05
5681246312039595291 3.924492072801803e-05
1770051250325451069 4.934657486358397e-05
8997413063773025769 7.159443123169005e-05
330438176527452904 6.191213280495302e-05
952160001342209502 7.083441795878572e-05
6001454270979878025 6.0790895362879297e-05
40630695208299305 6.109017099479687e-05
3588408398527521348 5.330682381724839e-05
2685807743120227644 5.995669510972274e-05
1085236130082664956 7.051542410991354e-05
5405622459570337603 5.725103710122537e-05
6315966158230216191 6.477799097646901e-05
7140978143590643250 7.618742331869998e-05
1055093903216443270 5.6352773465555464e-05
3266085900189404148 5.8332777916860706e-05
8590522348731767810 6.097737199161513e-05
6908604673435750169 6.431048708922487e-05
1319661609265787621 6.482786925277635e-05
8894869536371650579 5.928029281339855e-05
9073816585664844523 6.636760937377335e-05
7410485215645386702 5.5351121542659786e-05
5367412486641623667 7.489349978914611e-05
3198240276389281973 6.0032191988982e-05
450375172429917857 6.019887832800197e-05
7409810392326809188 6.705915036742866e-05
708987489210376944 5.432195946088084e-05
7437592852539672905 6.011471053483209e-05
6129927788749372680 3.793517023961105e-05
8293363802098634897 6.419492155028575e-05
7782235126197081362 3.9385895174226354e-05
4102843575945602576 5.2935212610124704e-05
4864209340680989811 4.0539688989709455e-05
6860608093428429497 6.548454803196478e-05
236813337416423845 6.910773649572804e-05
6145643282019700496 6.483037850695766e-05
1089590273502369586 7.71936123313229e-05
6329388802475021597 6.660006135793042e-05
4646108470826445676 0.00022652420766470247
2319205452133766749 6.642774471703944e-05
46689156449966150 6.888842620057834e-05
9058411325778274360 6.225359608311341e-05
8351547290757816383 6.0023783147880846e-05
3195686240835722971 6.638632111560826e-05
7795446648418432588 6.122189444465997e-05
6361870417784079013 6.352743722390349e-05
5620326590932616712 5.790377131629016e-05
271464928774061634 6.249365366729758e-05
6096750866784773522 3.8252189242341326e-05
7464853711228953241 3.6185818687358717e-05
4592215779835695265 5.8594157910470536e-05
3058678764953619348 5.3349193407209885e-05
7094087069206466771 6.337316422134616e-05
8166579658848895366 6.699637129935554e-05
3173997295549135854 6.410310756598896e-05
5032628272141697498 3.917656941701405e-05
7033088282123380536 7.51313226997748e-05
1210370892230527014 6.003296538226032e-05
1770770948056631960 5.9912741459559926e-05
3365526239618415355 5.754602749188918e-05
1801200120827351051 5.82987709222338e-05
7107414466396627330 5.4529199478318926e-05
2213616918207539241 5.8538665341447235e-05
1107376435582030427 5.097882373279359e-05
6089284985129596482 6.230925253777344e-05
6946445349007381961 5.543792846824844e-05
379652831290144002 6.239515177360622e-05
5336074499530127400 6.694682270067391e-05
3091859244727421555 6.950502008780069e-05
3247239833419978838 6.243270006525297e-05
5939806055887981901 5.665893513108534e-05
7508523641023606333 6.390648511125109e-05
8614074607955180837 5.836623846413204e-05
545383426866849302 7.20589521209925e-05
7901397012842035844 6.891883656404291e-05
7433161595507622639 6.2603053915849e-05
7382526332994710926 5.8165133583544653e-05
5760909670575165001 6.308318292823563e-05
2590613204124104202 5.182430447386759e-05
7221912933562867104 6.0133952566240915e-05
4928014590520987706 4.3701542577886476e-05
2475028250147731496 6.505661946916505e-05
8852357679545738448 7.833295733992822e-05
965455596223993328 6.235170915260418e-05
7058337781116138242 5.083888296745405e-05
5965339779914200353 5.972487687968142e-05
4221172526564239999 5.630119146385695e-05
8743438152416145478 7.16702095107323e-05
5554908991155060284 5.625627890249631e-05
4740551411681546010 6.68743459367457e-05
7432933446578064762 6.65632191741348e-05
694339591967582805 6.484974704256496e-05
8067944371809270495 3.8193893754060024e-05
1718106026657213833 6.56035065935299e-05
2510874517996413745 6.314683458894148e-05
5454468334913173043 5.7880877878132637e-05
8907543397538166800 6.750631424206637e-05
4431440529428665419 6.629782034912157e-05
8154296304592589655 3.9669662069202294e-05
733927648594546290 5.7952213986004084e-05
6474036985553896965 7.071474925588984e-05
8778224102888131351 5.112852972642014e-05
7334527584561627850 5.93684459437811e-05
8853741488101513116 6.393167897786136e-05
227619089745165947 5.9825646770834105e-05
2974779339415373342 6.25962621700494e-05
6413562105117182334 5.3979033143894163e-05
1589820092160651528 5.8594157910470536e-05
261777973128659612 6.387680515160172e-05
1442808840751611751 5.804960229033915e-05
6313494894473831740 6.231569068172063e-05
4895854386310452959 6.803587174046239e-05
1143848776206535486 5.508268646607079e-05
7821890757367244411 5.885835284145141e-05
7476651852897284341 6.385234903813846e-05
2096863617468989518 5.5144798586105e-05
4251279111434655682 6.799991853173408e-05
8723798675920910871 5.628811296267666e-05
6313127633792886375 6.184275779768282e-05
999659482163793223 3.764620296886484e-05
4842673476390331452 6.37029426682766e-05
8748602439653104391 4.094446958831969e-05
3232442887525643880 5.424142967490242e-05
1477974245810571001 3.7648713003679104e-05
3825350185835765418 5.9442440131571554e-05
3574849079888224142 6.273370988510126e-05
3641712006607946493 6.170752850223375e-05
2319148235210584542 6.135568059470426e-05
7176611861264730896 6.349160268662624e-05
7273672031287799948 5.63235548190004e-05
1359940797580124787 5.409846056907003e-05
8536630793936805679 5.7723889877341996e-05
1880352118384086075 6.764132356870831e-05
8536609747271829418 4.007066709797237e-05
963089286974699980 6.21550922303166e-05
1454424040570396556 5.943525840553166e-05
744013461545940465 6.034884006145972e-05
8519649213962590069 5.941220071983522e-05
6723735878412815978 5.43947152202487e-05
4577614494635992868 6.878794881450777e-05
4571012134059071049 6.154572751273543e-05
3791842164776249403 3.9293977747610535e-05
2045998204880640324 4.112348239465486e-05
5052495988752388400 3.895708867888408e-05
4405636244411148307 7.037398846240489e-05
4776742343230357207 5.685576462017892e-05
1210139528085356394 5.934755533885668e-05
3050701187325999691 5.712514388141412e-05
4349409028756643101 5.5364870451570795e-05
8907855592996359065 5.775617600552456e-05
7343885221603634858 6.1172337491985e-05
9060153040272906655 7.16514578761056e-05
8367319851187797618 5.659681720003471e-05
1740681295988045647 3.854814785473119e-05
4992740150155719384 5.547646667029421e-05
8446424618300021064 5.606987796766309e-05
2986036704257120259 4.317865116212714e-05
1607102758301709276 7.010115119341225e-05
8851925859311716946 6.000830193644803e-05
6260636469632605344 6.0396265894879556e-05
8269745254365565671 6.643263203778129e-05
4999111545309331134 6.75852336757321e-05
3307038590835580737 0.001714263585954651
6406341608194937923 6.365925054680079e-05
293780353467622584 6.180139061469513e-05
7442831487313185600 6.421900901200562e-05
4655727046211932397 7.137364529856435e-05
5763479506686262916 6.0784013040125714e-05
9089992500858738048 6.229136853379469e-05
7941353106849350713 0.0008318077106274925
8126203603960645537 6.415922000557048e-05
7190482987099367988 5.7218177961711516e-05
4897811980014007364 5.687069772206465e-05
5693395360123500221 6.0719496737017824e-05
4156505035146650654 6.460099569079332e-05
3008713158968184435 5.801571325676043e-05
7413892138117189811 5.7422320928301336e-05
1565268532035181308 6.414544059322194e-05
3498185328799080141 6.325625338737467e-05
3884838097051789359 6.678476081474634e-05
1374587291582363967 5.6825116596087154e-05
6322400472212148981 6.017134545243768e-05
1858380781022112688 6.04847079683455e-05
1931983148478700186 6.486094836113742e-05
9067822681118475112 5.9157089248186244e-05
3968684786837270853 3.947314568764257e-05
7826695588054135018 5.99090719078135e-05
8263566291500049306 6.589145774217797e-05
4331694243864036405 3.910610668142509e-05
874777353350667888 5.8523218442992876e-05
1064384189380036920 7.263976592614264e-05
1696388353674769884 5.700508805668211e-05
4941956999315118788 6.589385667511415e-05
701596217860874335 5.389920832612588e-05
3458807757115021328 5.980866073003753e-05
4054901826458532415 5.9120440391356015e-05
2514798691952247958 3.848557741143181e-05
4928479990798827949 5.802020244274615e-05
3735231756536098239 7.995211282820531e-05
8030214382036745600 6.011087514591667e-05
5553358960862242104 5.659019924985723e-05
5945720622634846258 6.252650388708969e-05
7370303331577908588 6.935252142952111e-05
5510076663031338483 6.002482305688009e-05
1753796059854015558 6.798448263018906e-05
7026072407894441266 5.524299954131974e-05
6075982591684705797 6.998782327731114e-05
736752335425402357 5.551387261782463e-05
7000373906752151089 6.426147077955786e-05
4849113910928851917 5.3690568576533534e-05
3452967512118929821 6.14376050240014e-05
2200709323954487135 6.101793206930901e-05
4778680899490578716 6.416591531254167e-05
1570719335259239041 6.1266871398813e-05
1534195041539362874 5.6660129272757636e-05
7550601133132550458 5.8766471392220945e-05
3737231766433875650 5.8834871062522804e-05
6217623003167941866 6.463867364340438e-05
8405273933262266728 6.854207299508076e-05
4830862719037084863 5.87354209571355e-05
6943471606283590070 6.489892294890758e-05
6616619242807466295 4.9838505742792195e-05
1357311839636254386 5.4577176301028344e-05
5810748436745881508 6.618586427677343e-05
4311548316788314281 7.0106631038238e-05
5867990719655019137 6.697714523731212e-05
3583370505533651495 5.9261439594498925e-05
3347643792125684003 6.601102593125991e-05
1686218252839494378 5.637159514087427e-05
2870937499088415370 3.814911082507016e-05
8533173473120574521 7.023497443262513e-05
912880647279198383 4.158323334507821e-05
1050360441628598586 5.368375852200212e-05
5094816547617677431 3.965345611082335e-05
219898380753495642 6.695032752818224e-05
1820663155218593002 5.919576145807395e-05
6455754620017550996 7.443275423609064e-05
5786642549286809513 5.5674858308036416e-05
4198100966527571559 7.139128239615108e-05
4048231997759758713 6.393404778103838e-05
2550693418273290757 5.8767348599531255e-05
7740978704737016617 3.746724404979914e-05
8086972568956139709 6.0576897562895384e-05
6694304780623819024 7.118908335712987e-05
8651429370778930404 7.542759394723313e-05
9097433751146168986 4.1008264110927475e-05
52214562439752942 5.797410459163121e-05
462010074370246101 6.250410580722708e-05
654697553143974664 5.507856580113689e-05
6019776351475374745 7.911939927270391e-05
989573051057467580 6.317509091990773e-05
5700878186842118071 5.29683416347391e-05
8375763577128765783 7.363766544184884e-05
7285031570611510992 8.005737716664688e-05
6460147318122737465 6.352719460920136e-05
2407854110039247357 5.871250455361114e-05
1157634970520031241 6.378467702567722e-05
6879692683849866490 5.9491354263735355e-05
7938975535784832650 6.184892325472321e-05
573879347257731156 5.4738809038046894e-05
4212812295257415655 6.420249143663919e-05
2981054592321469849 6.749328379896168e-05
1205352476362273424 5.578815970142502e-05
1119114016649529660 4.18941986745772e-05
8453467281802343696 5.6191739352727836e-05
5899998891508104997 5.939850336306181e-05
7617680474975162922 6.192468254571108e-05
7828039774402430602 6.143282304802226e-05
1422706312400689216 7.857789477270886e-05
4532726599526062763 4.038820814587456e-05
1247693758287530482 6.258291787020498e-05
6992442898856403156 6.749958853846017e-05
5805677488264144215 6.301323113353889e-05
8925606992558135222 6.633921651928036e-05
5192288027914339819 5.5937006994356554e-05
2827185239454057766 7.289062522265848e-05
549695153720110738 6.371454670826443e-05
50060587240031950 5.5615952416972676e-05
341987275456355942 5.522849281129818e-05
2944895525839185253 6.306634766237614e-05
3855796957054827520 5.855040784292824e-05
1431265763365021435 7.532088780211944e-05
4585352109460172502 5.7317409988229646e-05
7329648326049819896 6.162844645442238e-05
7962963140276122776 5.799992172044003e-05
1117000623081550223 5.4639095751591934e-05
5672469633587645992 6.0740855974622554e-05
25514735303357299 6.505003360834234e-05
3086345456119363080 5.73320755605396e-05
5232943027974273693 5.7678787362119655e-05
892549635983800219 6.416818838631008e-05
6253934815826155187 3.823794830847924e-05
5477629555271853572 5.729457391186293e-05
8852459935652593341 5.7644472991723444e-05
6392505861504623579 5.5485831351473667e-05
6517336576108193464 6.286680430202256e-05
5267772782594781323 6.51131251934433e-05
865554882656597814 5.9596232885679115e-05
8827405914432815916 4.0175600593345504e-05
4897176308044197091 6.002816565309539e-05
6020700009562511664 5.7942917842230484e-05
466198675041364376 4.024967126116852e-05
6995086870319969025 5.662335551316064e-05
5944696426464716476 6.853919128404275e-05
2325387664147607798 5.3064708572961724e-05
2566394762402538636 6.792741483245267e-05
2474722275679119479 6.57285680061544e-05
4201583519281797492 5.9442317328657543e-05
4407968667498660067 6.754700089862908e-05
9038661882201355718 6.240407722702742e-05
8176211629062084041 5.8704012871153524e-05
4676230341956817951 5.56789619667452e-05
2329539149046960646 6.181739693982788e-05
416208203408632601 6.13225650997274e-05
2909427520039607544 6.130135437111707e-05
3274511112206764946 6.0147737523346206e-05
1357884685099252656 5.8225177297310296e-05
8374263770382123913 6.742575192253322e-05
5763709273867955674 5.702366029816444e-05
7492988130824409405 6.433164581223121e-05
1955672206081629029 5.3021001355140974e-05
5005501263800312054 6.169232722964943e-05
868057248894378782 3.200142172323082e-05
5650703124069776931 0.00012827100641012328
330073803462728628 2.9245957502711547e-05
2799904196909208643 3.042874815557222e-05
1904553191135859383 2.9681340887140207e-05
7610434615718275903 3.0244507761887702e-05
808184272359952876 3.03022378498818e-05
7214801688981020293 2.9145348399507174e-05
6876130707136505063 2.6490874755925578e-05
3521074781603814825 3.001212587488028e-05
7507987548592645519 2.9597433292290324e-05
6661159612122333888 2.801757327326711e-05
1884273217577426480 3.069314967552314e-05
2283073637450556528 3.022830148669782e-05
4388266154676888048 3.0205726017994706e-05
2615049585546701436 3.0085759874783112e-05
1963091162259043027 2.5975682582886905e-05
6732333416985047632 2.588378488795403e-05
6960344643085007397 0.00026861922777771704
2872124069297682285 0.0002779848283435005
2510279606291295171 6.398679030644036e-05
8408913473744211318 6.997445836683036e-05
6038352440780121542 6.391036151164713e-05
8884318447835287027 6.906322097308115e-05
1537950820060234373 6.867659306792777e-05
1770620986840665607 6.0179212539480205e-05
7848162079984063420 6.451433054072105e-05
8320382390760971649 6.067979266118543e-05
4261424395542973970 6.250794366343804e-05
7830804499167193271 7.126905801099939e-05
7618013017870622273 0.00011674375557979687
5603800058235671845 0.00011326675496556467
792186080082495457 0.00012178079969452043
1065541697265250224 0.0001133580636031337
8514490796491814012 0.00011744595293094856
7059412853243444018 0.00011451166420782275
3830048361743723437 0.00010900393459099177
9106417146994865778 0.00011062536925704118
4374899830910042650 0.0001171203883272038
3699485465795315267 0.00011299571391206943
8462115146449473233 0.00012356548083808123
7468587755678814453 0.0001173185381509626
5422295072826612914 0.00012081785323908341
3054923441528119066 0.00011751940841047422
1470044988721203328 0.00011364186272957497
5731253210758636224 0.00012209015861878834
4606783072774635772 5.034777099141605e-05
3958869096240189785 0.00011091339716229638
1288147009075501997 0.00010513974527412708
443488790290318832 0.00010917653010341757
6396467307344204837 4.969773159314346e-05
357659742013970136 4.947948563169433e-05
8855154405452541824 9.748847486274622e-05
8946911278110982000 3.348078594512329e-05
7562708991402781402 0.0001316263623238825
7457074818117728284 3.173658656264158e-05
8892776898777672171 2.603136680930625e-05
3752863552944524669 2.534481257527602e-05
2147916471341932686 2.5918391041959598e-05
5873510485988186816 2.5818176900735528e-05
2838099050609267516 3.084079829021669e-05
7038178698752939055 3.8037536261299976e-05
7162481589539255830 3.7469073306864136e-05
2697392224278365978 3.742716556870268e-05
7821205935955024507 4.0137813190724724e-05
8734984447397962446 0.00011465574579277005
1183969317972107248 0.00011535706374704824
589418925033191850 0.00011870667381663889
2071032729944544282 0.00012380482172984
4781705391548331415 0.00012277737366296566
4143462172878264533 0.0001279920122946097
5077305703933564381 0.00011539241903704193
2344142845290878829 0.0001393917964556157
8502885999977491140 0.00012165550627640384
4177200558219556289 0.00011684947671673036
7255181821454386956 0.00011785698349683953
5976968124408324797 0.00011948428928274329
6158451853754608798 0.00011464248412496878
5597683669980281258 0.0001311111782001693
2068600670513402751 0.00011959540676326158
984684112635974482 0.00012346706739518876
4071180652349919970 0.0001141111325677907
3778031921365520803 0.00011422854494195071
8675248943708842089 0.00012641776884223663
4455471945310760785 0.0021829267716738693
412407255518886763 0.00013638486041308028
7049222704660247341 9.04961449689885e-05
2392326273929323681 3.2846014776633175e-05
7934377492585671271 8.11156716717574e-05
1856697774137933680 8.059600979836337e-05
4196693960655788128 7.832112200421458e-05
3039502051808663739 8.083602805309134e-05
2938559295533085718 8.10705603653319e-05
6790265635174824631 8.348689242205834e-05
2152104960904627001 3.447964189680332e-05
8422310204784011159 2.54861439607904e-05
8188859946734681952 3.1854964156605496e-05
9153844970410255127 3.3870227078206396e-05
652403984291021281 2.5065105208290947e-05
5315090188643165648 2.5266410918262465e-05
8925093388344090936 0.00013163482481481898
8624093883806618279 0.0001370273260568348
6011899279999439192 0.00012437217870871832
2047629558059320826 2.5008140802978382e-05
424554789976485184 0.00010588362226824423
8264985555224744860 9.034699179286999e-05
7113844112969261426 8.417096902343027e-05
4418431947282248078 0.00010030278532977478
443137211555943007 8.4562345982949e-05
5804449448235063414 0.00010135764807889789
3307432557116646861 0.00010766985914366141
6966292291762497216 0.00010357665059022804
313350825935024561 4.2501436459266087e-05
1670909115507316885 0.00016591886123380143
7926615802385403460 4.227494508522175e-05
1096101093776493333 0.0002507107265550097
6889691098040251229 8.877360734627725e-05
7661697251845203227 8.563197271009321e-05
8449172091968084060 8.958059505340091e-05
7395140883644480286 8.745256754513582e-05
4765240444315333871 8.914109730642621e-05
5580573402622751736 6.167860828555848e-05
7746283833093287659 8.33097447155128e-05
9076837352134052096 8.879315093439129e-05
9084504945640714684 7.856793569955151e-05
7754907948846821055 9.114758432984417e-05
3133476925343893880 8.591756907291374e-05
1115376134886196613 0.00014504886346868785
2121459945932972882 0.00014915190503662687
5008558566971462375 0.0001472536863787052
8503322722423181391 5.78883198342122e-05
2534155965219358740 0.00014619553650811816
7504668477173184476 0.00015461536576127468
5425141917260055849 0.00014702136814547962
7741620292651709675 0.00015060222768722325
3863083316467839923 0.00014696968367740388
5066692371567769179 0.0001450061961551145
5866479531424021085 0.00014268021384760237
1522217261789386296 0.00014708103583703473
4842880729515641320 0.00014777801496076174
3393157820157052588 0.00015033943592750943
5629603592797673077 0.00015032875310751063
2242332020276326823 0.00014083478181581754
5934207838004435455 7.549369697027231e-05
2817891033000759627 7.013588071199922e-05
8950852712824744194 7.705365854958868e-05
3720871025909360265 7.37555315963951e-05
1443614956340857648 6.958699661218864e-05
975419773950872001 7.166857763435409e-05
1324210056382890097 7.383781896228336e-05
1414772406202000578 7.149920810574949e-05
2786861083792203683 3.20630051659436e-05
1737580974225142488 3.199798663694376e-05
7083853346642972225 2.51925734471988e-05
4089072588161378993 2.5250364119618917e-05
9118615216928727208 2.5174848600199404e-05
7848673276172199972 0.00013219558843839072
1378411099831700882 0.0001178323002947792
5536506778720801248 0.00013202017496761348
1497030980304040663 0.00012311285082816076
2424630616477176618 7.480010207587747e-05
1691865483687184417 9.383332720173251e-05
5140656903103589107 8.858286249667543e-05
7981087398407529387 8.673476487737697e-05
4551733680969009074 9.007530302523343e-05
4255661898451497400 9.422184656411543e-05
3450249917377347290 9.500596569119495e-05
2205039562257184900 0.000102368076648684
2990528773741837589 0.00016848446282463395
8100563751191168080 0.00015809454732389216
4094066669391243839 0.00013868910760753549
1428755454240886325 0.00015756061185102482
7471520854158739726 0.00014188458436698164
8147222605828284678 0.00014870841955186357
2857868634077189458 0.00016588979482628973
4148821851766560523 5.8541068244448545e-05
2671825443366116792 9.051604480207204e-05
3505997274817376762 0.00011102397325311768
7475827169505170360 0.00011639366320045599
5441348595597979750 9.827388818991148e-05
4007655448560541172 0.00012351660616369362
7438465502923741213 0.00012516664041707466
898385886623488025 0.00011399289786239701
534187314708200345 9.697541446831337e-05
4539877551232400026 0.000128349613820735
7063263734768560310 0.00011928979447203929
6201864294816164145 0.00010020083174077571
1205363349373606527 9.153619440100724e-05
1697191299472508995 8.423554843378325e-05
1950418412202481005 0.00012758409706002888
4471631350161652917 7.590864760271241e-05
6129033281692742006 0.00010577013741333235
585105395516604992 9.705091339935217e-05
6389302666205585802 0.00011896421604203987
2467690748243629893 0.00010115494346745869
6136567558445661755 0.00011641503281354567
6515859382911884029 0.00010711692368699992
5984995681092903910 8.797104099318034e-05
6149459707867088098 0.0001164637178938695
7322278476219429014 0.0001257019414137482
4978093993933155136 0.00011012876026598843
648556090653027173 0.00012049004404714707
6685521537289335126 9.08091945692818e-05
2219835045923740008 0.00011965873547717192
2867334690814520167 0.00011094815895416549
5033043077796976019 8.363489490169206e-05
2773845834399280753 9.872670870491908e-05
1019760710044255262 0.000117181962571487
2385801522171787762 8.665958875873034e-05
1275747695710522771 8.297259489941619e-05
6632743601104539201 0.00011558734034316378
6994335751182808183 8.437996795451709e-05
533209129096388232 8.741457392042183e-05
7440191733744027395 7.881782609678206e-05
6845608445822411521 0.00011561081864229969
4511585238863234957 0.00012220278823197364
6151875804085768138 6.20904782799335e-05
7764227409735698172 0.00012588356732838536
3171515701627192920 8.71356714471749e-05
2400233247729618421 0.00011786325053945192
4564743408276638885 9.731007054866316e-05
49329585686647584 0.00010139874735920692
5304106288655615130 9.206065600569677e-05
6033795179251093493 9.952800063911994e-05
4551925287764436411 0.0001183839894452319
6731219416917296025 8.313610443614296e-05
9156124131084110805 0.00012278745602415666
7050224366483226717 0.00011061210567953763
3835156115899085185 0.00012433884571740143
1456153225577388027 0.00010056497497079586
6223170059795899430 0.00011685003916299919
